user_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
210,,,,,,,38,,,,,,,,,,74,,,83,,,,,,,,,,,,70,,,,,,,9,,,97,,,,,76,70,53,,58,,,89,,,80,,,,,,,71,,,,,,75,,,,,,,87,,,,,78,71,,,87,,,99,,,,,25,,,,,91,,,,,,,,86,,,,,,,,,,,80,,,60,83,,,,16,81,,87,,,,,,99,,98,,,,,,,70,,98,,,,,,,,,,,46,,,,,,79,95,,,,,,,,,,,8,,,,40,,,,97,,,,,78,79,27,,,,,91,,,,,,,,,,,,89,,23,,,,,91,,86,,70,,,,,,,,,,86,84,,,35,,,,,,,,,,,,,,70,78,,,74,,,,,,,,92,,,,77,,,,,,,,,,,32,60,,,,,,,,,18,,,,,,,,74,,90,,,,50,,,,,66,,,,,,,,,87,,,,,28,,,,81,98,85,92,,,,,,89,,,,,,,80,,,,,,,,,,,,91,,,,,,,,,,,,,70,,,,,,98,,,,,,,,,,,,77,,,,,,,,,90,,,,42,,,72,,87,,,
211,,,,,,90,21,,,86,,43,,,,,,,75,,,,,,,,,,,82,,,,,,,78,38,,,,,,30,,,95,,,,48,,,,,50,71,72,,,83,,,71,,,,,,,,75,70,51,,,,,,,,87,,,89,70,,,,70,,18,,,,84,,,76,,35,91,,,70,,,,,12,,,,,,,,98,,,,84,,,,,,,77,,84,,,,94,,70,,,,,,,71,,,,,,,,,,,,,,,,,,,71,89,31,,,,,,,84,,,,,,,,,,17,85,,,,,,,,,,,,76,,,,,,,,49,81,47,,,1,,,,,,,,,,83,,,,93,,,,,,84,,,,,,,,,99,,,73,71,,91,,,,,,,84,,93,,,,,,,,,,72,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,75,,,,,,98,,,,,,77,,89,98,,,,,,,80,92,87,75,,,,,68,,91,,,,,,93,,,,,,12,,,,,,,83,,96,92,,,74,,,,,74,95,,,,,,85,,87,,,,,,,,13,4,,72,,,,,,,,71,,,,,,,,95,79,,100,
212,25,,,,,,,,,,,,,,27,,92,,,,,,,,,,,,,9,,84,,,77,,80,,,,,91,,49,,,77,,,,,,,,,,96,92,44,,82,,,,94,,90,,,,,75,83,,,,,,70,,,97,73,,,,,,,,11,,,,,,,,,,,74,27,,,,,,,,,,,,,,,93,,77,,75,,,,,,,,,,97,,,,,77,,,,,,,,3,88,,,79,,,,,,,19,,,,,,5,88,,,,,,,,,,,,,,,31,,,,,70,24,,,,,,,,,,,,,71,,77,,,,,,,19,95,52,,,,,,,,,,,,,,,80,,1,,,,,,,,,,,,73,,,81,,,93,,,,,,,93,,,,,91,,,,,70,,,,,,82,,,,,,,,,,,,,,,,,,,,24,,,26,,,,,,,,,70,,,,,,,,,,87,,85,23,,,,,,85,91,77,74,78,86,95,,,,,,96,,,,,,,94,,6,81,,,,15,,,26,,82,,35,,,,,,,,59,,,83,,,,,,96,85,,,,,84,,,,,,,85,,,,,,,,99,,,,,,,,,74,,,
213,,,,,,,,,,,22,84,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,75,19,,72,,,,,46,74,,7,,75,25,76,,,,62,72,,,,,32,92,28,,94,,,,,,,67,,,80,,,,,,,,,73,,,,75,,,,88,,,87,,,90,,,84,24,,,,,,,,85,,,,,,,,,,,,,,,,,,,94,81,,,10,,,,,,,,,,69,,,55,,,72,,,,,77,84,,,,,,90,,3,81,73,,,,,73,,,78,,,,,,,85,,,78,93,,,,,73,,,,,95,,,,,,,,86,84,62,,,21,,84,,14,79,82,24,,,,96,,,99,,,82,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,76,,,,38,,,74,73,,,,,,,,,92,,,,,,,90,,,,,,,,,,73,,99,,,27,89,,,,,,87,,,,,,,,,,,,94,,48,,92,,,29,,,,,,,,,83,74,,,,,,93,,,,,,,,90,81,,,,,
214,,,,,,77,,,,,,,,,,,88,,,,,,,,,24,,75,,16,,72,,,,,86,,,,,,,,,,,,,,,,,,,,79,84,,,82,,,98,,,,,,,,98,,,,17,88,,74,,33,,81,,,,,,,78,,,,,,,,,94,,,,,,,,74,,75,,18,43,,,,,86,75,,,,,,,99,,,48,77,,71,,,,,,,,,,,,,,,92,,,,,,,89,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,83,80,,,54,13,,,,,,81,,53,,,,,,,,,,,,,98,,,93,,,,,,,,,,,93,,7,,,,,,,,,,,,,83,,,77,,,,,,,73,,,,,86,,71,,,,,92,87,,,84,,,,,,,,,,,,,,,,,,,,,,88,,88,,8,,,90,,,,,,97,,,,,,,,81,74,87,,,98,84,66,,,,70,,,,,,81,,80,,,80,,,,,,,,,,,,,,,,,80,,,76,,,,,,,,,72,,,,,42,,,,,,,,,,,,73,90,,,,,,,,,,79,,,96,76,99,,,,
215,,,,,,,,69,,,,,44,,,,,,,,,,,,,,,,,,21,80,,,,,,,,,72,,,,,,86,,,,,,,,,,,,,,93,,,,92,,,,,,,75,,,,,,,88,,,,76,,80,,,,,,,,,,,82,,,87,,,,11,,,49,,,,,,,62,,,,,83,,,,94,,,,,,,,87,96,74,,,77,,76,,,,52,,86,74,,81,,,,,,,74,,,,,,,,,,99,,,,87,,,69,,,,,,,,,,,,,80,,26,52,50,,,,,,,,86,,,,,,,,,95,,37,,,,,,,,93,,90,89,,12,,,,,,,,,90,22,,,,,,,85,91,,,95,7,,,,,,,,30,,,,,,99,,,85,,79,,,,76,,88,,7,,,,93,,,,,,,,,,,,,,,,,,,85,,99,,,,,85,,,,,,,,,,,,71,,,,25,,,71,,,70,99,,,,,,,,91,83,,,,95,,,,,84,,,72,,,,,,,,57,,43,,,,,,11,,,74,,92,,,95,88,,,,,,81,,,,,,84,,85,,,,,,,,,,,,,78,,,,,,
216,89,,73,,,85,,,,,,,30,72,,,85,,,,,,,,,46,,,,,,,80,,,,,,,,,,,,94,34,87,,,,,,,,,,,,36,,,,88,80,70,,4,,,90,,,91,,,,,,,,,,98,,76,75,,,,,,10,,,,82,,,91,,,,,38,,,,,75,,,,,,,,,,,,,94,,,,,,,83,,,,,,77,,99,,67,,,,,,86,93,,,,,,,84,49,,71,,,41,,,,78,90,,,,,,,,87,,23,,,,,,,,,88,,,,,82,,,76,,77,,87,,,,75,,64,,64,88,,,75,,,,,,,,,83,86,,,,,,,,,,,,,,,,,,,93,,,,72,,,91,,,96,73,,,92,,,,,95,,,70,,,,,,83,95,80,,,79,,,,,,,,,,,3,,,,,,,,,,,95,,79,,,,,,,14,,,,86,,21,,,,99,,99,,,,,95,,,74,91,86,,,,,,63,,,70,,1,97,,76,,,,,,,,,,,,,95,,,,,,,,,,,,97,,,,,88,,50,,94,,,,,,99,,,,96,,,,,,,,,,,,,,,82,,,79,,
217,80,,,,27,,,,,,,,,,,55,,,,,,60,,,,,,24,,,,,,,,,,,,,,86,,,,,98,,,37,,,26,,,,99,91,,,76,57,,88,,,,,,,,83,95,,,91,,,,,,,90,,,95,48,,,76,,,80,,96,,,,,,,91,,,,,91,,,,,,,,55,,,88,,,,82,,,,,,,98,,,74,,,93,,83,,,52,,,,,,73,,,,,,,75,,,,,,,,,,72,96,,,,,,,,80,,69,,41,,,,,,50,,,,,,77,,,,,,,,,,,,,30,,13,82,,,,,,4,,,,,,82,,94,,,,,71,,,,,70,,,,,,,,75,,,,,,,,,,77,,,,,,,,,73,,,,,,,,,87,,88,,,97,,78,,,,,,,,,,,,,,,,,,,,74,,74,,,,,73,92,,,,,,,,,,,,,,85,,,,76,,,,74,93,,,,38,,,,70,70,55,,,,,,,96,,21,,,,,,,,,,,,95,93,,,,,,24,,,91,,,,78,,54,,,,88,,,,,,,,80,,,,,,,96,,,87,,,99,88,,94,,,
218,,,,22,,87,,,,,15,,,,,100,,,,,,,,,,,,,,,,70,,,,,,,,,,99,88,,,,97,,,,,,,,,,74,86,,,,,,,,,,,,95,,,,,,,,,87,,,82,,82,,,,,48,70,,,,,80,98,,97,73,,,,,,,,78,,83,,,,,,18,,,80,,,51,,,,99,,,,85,,84,,,,,,97,,,9,,,,70,,77,,,,,,,,,,,,,,57,,,70,98,,,,,,,,87,,,,16,,,,10,,,81,,,54,63,80,73,,,,,,84,,88,,85,,,,,,98,,,,,79,,,,82,,95,,,,,,,98,,,,23,,,,,,,,,,,,78,,,,95,,,,,,,,,99,,,99,,14,88,,,,,,84,,,,,,,,,,,,,,,81,15,,,,,,,,,,,76,,71,,,,,,,,,,,,71,,,,,,42,,,,,,,75,,77,71,82,,,,,79,,,71,,,,75,,87,,,,,,,,,,,,36,,,74,,,99,,,4,,,43,,,71,,,87,80,,,,,,83,,,,,79,72,76,92,8,,,,,,,,,,,,,89,,,,3,
219,,,,,,,,,,,,33,,,,,,,,,,70,,,,,,98,,38,,92,,,,,,,,,84,71,11,52,,,84,,,,,,,,,,,98,,,,,,71,,,,,,,,88,73,,,,,,,,,92,89,,95,89,,,,,,,35,,,,,,,,,,,23,,,,,,,,,,84,,,5,94,,,,86,,,,,83,59,80,,82,95,,,,,95,3,,,,,,96,,95,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,93,,,,,,,7,,,,99,71,,,,,,78,,,51,,,,,,,25,,82,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,95,,90,99,,,,,,,71,,,,91,,,,81,40,,95,,,,,,,,,,,87,,,62,74,,,,,,79,41,,,94,57,,,,15,,,87,,,,,,,,,,37,30,84,,,,,,,93,,,,,,,,78,,,,84,,,7,,,,,,,,,91,,95,,,84,,,,,70,,,,,78,,74,,74,,,,,,70,,86,,74,,,98,,27,,,,,85,,,85,,,96,77,90,7,,,11,,,73,,,,,67,96,,,81,,,
220,,,84,,,,,,,,47,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,18,,,94,91,,,,,,78,,,,,,72,80,,,,89,11,,,,,96,,,70,,,83,,,,,,,,3,,,,,,,,70,,,40,,,,,,,,,,,,,,,,74,14,,,,88,,,,,4,,,41,,,87,,,,,,,,,,,94,,,,,,,89,,,,,,,72,,,,3,,,,,,,,,,,,,,68,,,94,,,,,,,,79,,,,,,,,,,95,,,,,,97,,,,,86,49,,,,,,,,,,82,99,,,,,,77,,,,71,,,,,87,27,,95,,84,,85,,93,,94,,,,,,,24,,,,,33,88,,,,,,4,,,,,,,,81,,,,,,,78,,92,,86,,,,,,,,,,,,,,,,95,,91,79,,,,,,,,,,,,,,66,,,,,,,,,,,,94,,76,,79,70,,,,,,,87,,,69,,85,98,,,,,,99,,,14,,,70,,84,,,69,,,,,,,,,,,,,,,73,
221,,,,,,97,,,,32,,,84,,,,96,,,,,64,,,,,,,,,,,,,50,,93,,,,,,,,,,76,,,,,,,,,,,,,,,,,97,,48,,,,85,,78,95,,,,,,85,,,71,,,,86,,,,,,,,,,,,,,,,95,,,78,,76,,84,,,,,96,76,30,,88,,,60,,,,,,,,71,,,,,,87,,91,,,,,,,95,,77,,,,,,,76,,,,,,,,,,79,96,,,,39,,87,,,,,,,,,,,,,,,,,,,73,,,,,14,,,,,,,,,,78,,,,,,,,,,,,84,,,,,,,72,49,,,,70,,,,,,,,,75,,81,,,21,,,,,,,,96,,93,98,,,,,91,,,,,,75,,74,18,,,,86,,,,,,,,,,23,80,,,,,,10,,,91,,,73,,,,,,,,,,,,,,,,91,,,,,,,,85,,,,95,90,,,,,,80,,,,,,11,,,,,,,67,,,77,11,37,,81,,82,,,94,,,,,,,,,91,,,84,,,,,,,71,,,,,,84,,92,,,28,,,,84,,,,,,86,,44,,,,
222,,,,,,77,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,21,,,96,,,,,79,93,,,,,,76,74,,,,,,,80,,,,,91,78,94,,,,,,,,,,,84,,,,,,,,,70,,,,,,78,,84,,,,,,,,,,,97,,,,90,,,,,,,80,94,,,,,89,,,,,49,,,,80,,,,,,,,,91,,,,,,,,,,87,,,,,,,,,79,,,,,,,46,,,,,,,,,78,,,73,,,,96,,,,,45,,,,76,,,92,,,,,,,,,,86,,,17,,,95,,,,,,,,,,,,,,96,,,,,53,98,,,81,,,,,,,82,,82,,,94,,,,88,,,70,,47,,,,,,,,76,,,,90,,,91,35,,,,,,,,,,75,,,,,,,,,,,89,,,32,,,91,,,95,,,34,73,,,94,,,,,,,,,83,,,,,,,85,,,,,,,,,,,38,,72,,,,,78,,,,,,,,,,,,82,79,,,34,,,83,,,72,,,71,,,65,,,,,,,,87,,,,97,84,,84,,,
223,,,,,44,92,,,,,,,,,15,,,,,,,,,,,,,,,15,,90,,,,,,,,,,93,,,,,77,,,,,,,,16,,,,,,91,,71,,80,,,,,72,,,,,2,,,,94,,,,84,,78,71,,24,,,,,,,,98,,,77,,,,,,,,,,84,,,52,,,,,,98,,,,,,,,33,,,88,,,77,,,,90,83,,,,59,,,,,,93,,,,,,,,,,,,,,,,83,,,15,,,,91,,85,,,98,,,,,30,,,,,,100,,,,,,,,,92,,,,,71,,,,,,,87,,,,17,,50,,,98,,,,,,,,,,,,76,,,,,,,,71,,,,,96,,96,,53,,74,,50,,,,,53,,,,,,,,,,,,77,,,,23,,,,,,,,6,86,,,,,,,,,,,4,99,,87,,,,,,,,,,,,,,,,7,,,71,,,57,,94,,,,71,,80,,,,,,88,70,80,9,,82,,,,,80,,,44,,,,,,,,49,,,,,,10,,,,,,,78,,,91,99,,,,,,74,93,,,,,81,79,,,,,,,,78,,,,,,87,99,84,74,,,
224,,,,35,,83,,,,,,,,75,,,82,,,,41,,,89,,,,,,,,,,43,,,,,,,,95,,,,,98,,60,,,,,,,,,,13,14,95,,,75,96,,,,60,70,,79,80,,,,71,,73,,,,,9,87,77,,,,84,,,,,,79,,,81,,,,,,,,,,,,,51,,86,,,7,,90,,,93,,,,,,,,,96,,,,,58,83,,,,,,,,4,91,,,,,,,75,,,,,,,,,,,80,75,,,,60,,,96,,,,67,,,67,,45,,,100,,,,,,95,,,61,,90,,,,70,,34,,,,,,93,,,,,,,90,,92,88,83,,,,,88,,,,,80,,31,,,,,,93,85,,70,96,,,74,,,99,72,,,,,82,,,,,,,,72,,99,,79,,,,,,,60,,,,,,,,77,,,,,,,,,72,,,,,93,32,,,,86,,,,,,71,,5,,,,86,,,,,,,,,,85,74,85,90,,83,,,,91,84,73,46,,71,,73,,,,,,,,,,,,,83,73,92,,79,99,,,,,,,84,,97,,,,,,,,,,87,,,,,,,98,96,,,,,,89,,,67,,,,,,,82,,81,
